indx,city,tmpd,dptp,date,pm25tmean2,pm10tmean2,o3tmean2,no2tmean2
1575,chic,50.5,28.375,4/24/91,NA,35.375,18.23214286,24.82512626
1576,chic,53.5,37.875,4/25/91,NA,NA,26.07142857,29.50356241
1577,chic,59.5,47.875,4/26/91,NA,72.5,27.84145022,28.10694444
1578,chic,64.5,61,4/27/91,NA,40,12.00520833,19.67361111
1579,chic,64.5,55.875,4/28/91,NA,36,15.14673913,17.90277778
1580,chic,64,55.5,4/29/91,NA,20,20.64285714,16.03670635
1581,chic,57.5,39.625,4/30/91,NA,36.85714286,24.45108696,12.87152778
1582,chic,52.5,34.875,5/1/91,NA,42,21.16692547,16.79027778
1583,chic,55,35.125,5/2/91,NA,59.5,25.63744589,20.21569408
1584,chic,46.5,37.375,5/3/91,NA,9,21.46480331,15.82929894
1585,chic,52,41,5/4/91,NA,29.5,16.5952381,18.00347222
1586,chic,56,51.25,5/5/91,NA,26,20.00595238,17.57569444
1587,chic,45,35.5,5/6/91,NA,22.125,19.40909091,13.46024584
1588,chic,53,38.375,5/7/91,NA,27,26.04761905,17.32752525
1589,chic,55,51,5/8/91,NA,47,19.06547619,24.84782609
1590,chic,62,52.375,5/9/91,NA,46,30.33333333,28.125
1591,chic,65,55,5/10/91,NA,71,29.40577357,30.76136364
1592,chic,70.5,64.75,5/11/91,NA,59,31.30952381,30.57171053
1593,chic,74.5,62.75,5/12/91,NA,45,28.63095238,24.02083333
1594,chic,76,64.5,5/13/91,NA,80,32.15963204,38.79642857
1595,chic,74,56.375,5/14/91,NA,70,22.94953416,39.28641123
1596,chic,72.5,57.25,5/15/91,NA,85,35.12946429,38.95941028
1597,chic,73.5,65.5,5/16/91,NA,88.5,22.69791667,48.2125
1598,chic,60,46.375,5/17/91,NA,32,16.1500947,17.85416667
1599,chic,50,44.25,5/18/91,NA,24.375,17.99404762,10.1875
1600,chic,54.5,38.625,5/19/91,NA,16,28.80952381,12
1601,chic,60.5,53,5/20/91,NA,42,29.74534632,30.8959596
1602,chic,68.5,62.875,5/21/91,NA,93,35.1500947,31.14930556
1603,chic,74.5,66.875,5/22/91,NA,63,13.30910326,31.30934343
1604,chic,74,67.5,5/23/91,NA,37,18.11079546,21.81923401
1605,chic,77.5,64.5,5/24/91,NA,34.71428571,28.01041667,20.44917929
1606,chic,67,58.625,5/25/91,NA,26,15.09734655,21.24652778
1607,chic,76,67.75,5/26/91,NA,29.5,28.55124224,14.13888889
1608,chic,77.5,69.375,5/27/91,NA,NA,32.85119048,19.72569444
1609,chic,80.5,67.875,5/28/91,NA,98,28.02160973,30.29271755
1610,chic,79,67.375,5/29/91,NA,44,29.35416667,30.87116228
1611,chic,77.5,66.375,5/30/91,NA,36.625,30.45991848,20.75694444
1612,chic,77.5,67.75,5/31/91,NA,48,25.96490036,26.20044192
1613,chic,74.5,66.125,6/1/91,NA,41,34.02083333,29.45486111
1614,chic,72.5,63.25,6/2/91,NA,48,38.46428571,23.7625
1615,chic,69,56.5,6/3/91,NA,31.5,35.60511364,18.15625
1616,chic,61.5,48.5,6/4/91,NA,16,32.06245883,8.579723869
1617,chic,61,46.625,6/5/91,NA,22.57142857,25.82931901,12.70868559
1618,chic,62,45.125,6/6/91,NA,26,27.25113225,16.98547619
1619,chic,65.5,48.25,6/7/91,NA,45,29.03645833,20.82121212
1620,chic,67.5,49.125,6/8/91,NA,48,33.796875,25.15
1621,chic,72.5,53.875,6/9/91,NA,59.5,48.11458333,29.99166667
1622,chic,75,59.875,6/10/91,NA,86,42.66666667,24.85714286
1623,chic,73,60.75,6/11/91,NA,38.125,25.73958333,29.58666667
1624,chic,71.5,58.375,6/12/91,NA,25,22.578125,27.81428571
1625,chic,73.5,64.875,6/13/91,NA,52.5,41.7334692,15.86666667
1626,chic,83,65.375,6/14/91,NA,42,42.765625,17.29384058
1627,chic,77.5,65.75,6/15/91,NA,33.5,38.13541667,11.425
1628,chic,69.5,53.5,6/16/91,NA,21,33.06816123,10.5125
1629,chic,69,50.75,6/17/91,NA,30.5,28.21535326,21.92348485
1630,chic,71,55.75,6/18/91,NA,33,45.109375,23.51010101
1631,chic,72.5,58.125,6/19/91,NA,43,51.90625,30.14229249
1632,chic,78.5,60.25,6/20/91,NA,60,63.10416667,25.17361111
1633,chic,78,62,6/21/91,NA,85,45.83333333,39.73333333
1634,chic,64.5,56.25,6/22/91,NA,18,21.46145833,6.804166667
1635,chic,68,53.125,6/23/91,NA,16.625,31.890625,6.385416667
1636,chic,69,50,6/24/91,NA,33,40.29619565,19.47172619
1637,chic,71.5,53.875,6/25/91,NA,52.5,53.87115036,25.47321429
1638,chic,78.5,66.625,6/26/91,NA,96,49.678125,28.88958333
1639,chic,81.5,62.625,6/27/91,NA,95,48.6875,19.60714286
1640,chic,79.5,65.125,6/28/91,NA,49,43.08854167,23.19791667
1641,chic,84,69.125,6/29/91,NA,51.5,42.91145833,20.4849537
1642,chic,74,64.125,6/30/91,NA,NA,34.16145833,11.18601191
1643,chic,81,69,7/1/91,NA,69,31.78435265,25.53906926
1644,chic,82,61.75,7/2/91,NA,34,31.35631128,31.44692029
1645,chic,78.5,66.25,7/3/91,NA,61.5,24.13881341,28.375
1646,chic,73,61.25,7/4/91,NA,NA,24.99343297,17.59166667
1647,chic,75.5,63.375,7/5/91,NA,35.625,31.390625,24.54431818
1648,chic,81,69.625,7/6/91,NA,32,40.609375,25.0375
1649,chic,80,68.125,7/7/91,NA,37.5,39.67708333,16.225
1650,chic,71,56.625,7/8/91,NA,NA,30.94633152,11.48561508
1651,chic,71.5,55,7/9/91,NA,38,23.9678442,21.37657828
1652,chic,70.5,55.5,7/10/91,NA,22,35.49479167,25.70959596
1653,chic,76,64.375,7/11/91,NA,44.5,42.21603261,22.23647661
1654,chic,79,65.125,7/12/91,NA,58,34.71173007,18.61963384
1655,chic,72,59.875,7/13/91,NA,22.5,31.86458333,12.19791667
1656,chic,69.5,54.75,7/14/91,NA,NA,24.97395833,9.163345411
1657,chic,70.5,54.125,7/15/91,NA,50.5,31.05208333,24.78819444
1658,chic,76,58.75,7/16/91,NA,57,40.53645833,36.47032828
1659,chic,78.5,66.25,7/17/91,NA,83,50.39583333,32.15625
1660,chic,83,63.625,7/18/91,NA,76,52.91145833,26.98611111
1661,chic,85.5,65.5,7/19/91,NA,85.5,58.04550439,27.46328416
1662,chic,85,65.25,7/20/91,NA,49,52.78571429,16.69444444
1663,chic,83,71.75,7/21/91,NA,54,48.27130326,22.24652778
1664,chic,88,71.25,7/22/91,NA,70,34.85780767,24.55122557
1665,chic,74.5,51.625,7/23/91,NA,30,31.07428142,19.22300725
1666,chic,70.5,53.125,7/24/91,NA,51,25.51970109,26.80238095
1667,chic,68,52.25,7/25/91,NA,16,23.25260417,16.45833333
1668,chic,66,51.625,7/26/91,NA,24.5,24.44940476,20.275
1669,chic,66.5,54.125,7/27/91,NA,18.5,29.54119318,17.74166667
1670,chic,73.5,59,7/28/91,NA,NA,41.65104167,18.125
1671,chic,70,57,7/29/91,NA,38.375,34.98611111,25.41136364
1672,chic,66.5,54.625,7/30/91,NA,27,26.1712963,22.88333333
1673,chic,75.5,62.625,7/31/91,NA,64.5,35.62071998,33.13690476
1674,chic,78.5,52.125,8/1/91,NA,NA,34.33333333,40.06765873
1675,chic,83.5,65.75,8/2/91,NA,131,39.51851852,55.48958333
1676,chic,71,61.875,8/3/91,NA,15,30.75925926,17.36458333
1677,chic,69,51,8/4/91,NA,14.28571429,22.44907407,12.92708333
1678,chic,68,50.125,8/5/91,NA,NA,27.86069024,18.5125
1679,chic,71.5,57.125,8/6/91,NA,39.5,31.375,23.55833333
1680,chic,72.5,63.375,8/7/91,NA,42,26.3287037,34.29094203
1681,chic,67.5,61.875,8/8/91,NA,32.5,27.71531133,24.33017677
1682,chic,69.5,54.375,8/9/91,NA,15,29.2586554,16.1427399
1683,chic,70,53.375,8/10/91,NA,24.5,23.44402357,21.04513889
1684,chic,68,47.75,8/11/91,NA,28,28.18055556,25.25347222
1685,chic,67.5,57.875,8/12/91,NA,36.5,24.51851852,27.35138889
1686,chic,70.5,54,8/13/91,NA,31,27.95904558,24.74558081
1687,chic,71.5,52.625,8/14/91,NA,65,28.79545455,44.43288135
1688,chic,77,61.625,8/15/91,NA,63,30.95128825,32.95044192
1689,chic,76.5,61.75,8/16/91,NA,58.5,33.96296296,35.69836957
1690,chic,75,61.875,8/17/91,NA,35,30.62962963,18.81944444
1691,chic,74,60.5,8/18/91,NA,34.5,26.02314815,17.49166667
1692,chic,64.5,59.375,8/19/91,NA,18,17.52020202,11.9625
1693,chic,67,54,8/20/91,NA,25.5,18.75277778,15.52132937
1694,chic,68.5,57.875,8/21/91,NA,48,22.70913849,28.98641304
1695,chic,78,58.375,8/22/91,NA,42,31.59259259,27.90625
1696,chic,70.5,57.75,8/23/91,NA,18,22.57202459,20.39015152
1697,chic,75.5,62.625,8/24/91,NA,43.5,40.30147059,22.4375
1698,chic,81,65.125,8/25/91,NA,62,52.78643317,24.97083333
1699,chic,80,61,8/26/91,NA,80.5,43.05118995,35.92272727
1700,chic,81,66.25,8/27/91,NA,42,28.0271164,25.48115942
1701,chic,81.5,67,8/28/91,NA,69.85714286,31.76388889,34.10542929
1702,chic,82.5,69.75,8/29/91,NA,73,31.33333333,33.75789141
1703,chic,79,71.25,8/30/91,NA,47.5,16.97222222,38.1772343
1704,chic,71.5,60.125,8/31/91,NA,29,21.40625,15.87916667
1705,chic,66.5,59.25,9/1/91,NA,24.5,29.94791667,12.52083333
1706,chic,73.5,60.375,9/2/91,NA,NA,31.11904762,22.84027778
1707,chic,77,66.375,9/3/91,NA,34.75,15.46354167,28.65940657
1708,chic,67,52.25,9/4/91,NA,13,21.33272947,18.27868358
1709,chic,66,51.5,9/5/91,NA,62,19.22251501,35.22237102
1710,chic,70,54.125,9/6/91,NA,19,24.53645833,43.98958333
1711,chic,75.5,54.625,9/7/91,NA,63.5,31.07925725,40.72222222
1712,chic,76.5,53.5,9/8/91,NA,41,38.01041667,26.53819444
1713,chic,82,66.25,9/9/91,NA,50.625,26.75520833,19.28819444
1714,chic,73.5,61.25,9/10/91,NA,15,20.6875,17.48263889
1715,chic,67.5,56.625,9/11/91,NA,21,18.22822427,13.67835498
1716,chic,70.5,65.75,9/12/91,NA,34,19.51328502,28.76666667
1717,chic,73.5,65.625,9/13/91,NA,53.5,24.59895833,29.625
1718,chic,79,68.875,9/14/91,NA,33,17.453125,25.8125
1719,chic,81.5,68.75,9/15/91,NA,34.28571429,22.21354167,16.86979167
1720,chic,69,50.625,9/16/91,NA,43,18.11979167,18.07121212
1721,chic,63.5,49.5,9/17/91,NA,40.5,11.38020833,24.92569444
1722,chic,56.5,35,9/18/91,NA,42,13.96240942,13.94545089
1723,chic,47,29.375,9/19/91,NA,38,12.62962963,16.66666667
1724,chic,47.5,35.625,9/20/91,NA,28,11.86662432,28.10511364
1725,chic,54.5,35,9/21/91,NA,34,19.625,30.90277778
1726,chic,58.5,52.375,9/22/91,NA,25,18.72619048,20.81944444
1727,chic,53.5,38.75,9/23/91,NA,32,9.749416264,17.64338235
1728,chic,48,43.25,9/24/91,NA,28,5.666465378,28.22916667
1729,chic,54,40.75,9/25/91,NA,36,8.132246377,22.58112374
1730,chic,50.5,29.625,9/26/91,NA,40,11.12761675,18.90467172
1731,chic,46.5,35.375,9/27/91,NA,33.625,8.938552189,28.66035354
1732,chic,49.5,35.75,9/28/91,NA,16,15.36574074,23.42361111
1733,chic,53.5,46,9/29/91,NA,32,20.5,22.80555556
1734,chic,67.5,50.25,9/30/91,NA,76,26.63822751,24.61111111
1735,chic,59,47.375,10/1/91,NA,60,15.93438003,26.24210859
1736,chic,69,60.25,10/2/91,NA,47,19.64298942,27.82175926
1737,chic,62.5,53.375,10/3/91,NA,31.375,16.62473313,20.35331119
1738,chic,56,54.875,10/4/91,NA,15,15.36458333,17.00961517
1739,chic,48,31.25,10/5/91,NA,19,16.79166667,9.270833333
1740,chic,44,33,10/6/91,NA,16,10.39583333,10.26626462
1741,chic,45,33.625,10/7/91,NA,28.5,8.457546479,18.26570048
1742,chic,62.5,47,10/8/91,NA,29,22.91545894,20.15549517
1743,chic,61.5,46.875,10/9/91,NA,51.42857143,17.15942029,32.99556708
1744,chic,53.5,42.375,10/10/91,NA,63,14.02241848,30.26303341
1745,chic,56,38,10/11/91,NA,38,11.31481482,29.81944444
1746,chic,48.5,38.5,10/12/91,NA,25,14.35648148,15.26736111
1747,chic,46,37.25,10/13/91,NA,17.5,13.15740741,15.85037879
1748,chic,50.5,34.375,10/14/91,NA,NA,6.101851852,12.42708333
1749,chic,41.5,24,10/15/91,NA,27.625,5.981060606,15.88209541
1750,chic,45.5,33.875,10/16/91,NA,37,9.791666667,24.46527778
1751,chic,61.5,40.625,10/17/91,NA,78.5,15.18599034,21.12730567
1752,chic,44.5,36.25,10/18/91,NA,26,14.99873737,14.23642677
1753,chic,38,24.5,10/19/91,NA,27.5,13.2962963,16.60763889
1754,chic,41.5,25.5,10/20/91,NA,20,11.88425926,23.03125
1755,chic,50.5,44,10/21/91,NA,46,14.89351852,26.48611111
1756,chic,64,47,10/22/91,NA,46,24.94756441,27.0625
1757,chic,66.5,60.75,10/23/91,NA,61.5,19.39314716,21.32738095
1758,chic,68,63.625,10/24/91,NA,25,9.265230811,15.26438923
1759,chic,58.5,48.125,10/25/91,NA,16,5.734375,11.6625
1760,chic,50.5,46.875,10/26/91,NA,20,9.0625,11.19166667
1761,chic,50,51,10/27/91,NA,10,8.03125,7.158333333
1762,chic,55,53.625,10/28/91,NA,2,7.416666667,13.05178571
1763,chic,63.5,60.25,10/29/91,NA,39,5.203125,19.87083333
1764,chic,46.5,38.125,10/30/91,NA,8,5.767560112,10.26098485
1765,chic,48,49.875,10/31/91,NA,NA,7.755952381,13.38333333
1766,chic,43.5,28,11/1/91,NA,NA,10.29166667,15.68977273
1767,chic,25,10.375,11/2/91,NA,23,18.77083333,7.916666667
1768,chic,18.5,16.75,11/3/91,NA,17,16.0625,8.475
1769,chic,18.5,9.625,11/4/91,NA,45.5,11.47916667,17.0875
1770,chic,28,26.375,11/5/91,NA,26,5.34692029,23.13333333
1771,chic,28.5,6.25,11/6/91,NA,35,11.52083333,18.97536232
1772,chic,20,-1.625,11/7/91,NA,30,6.458333333,22.96787879
1773,chic,22,7.875,11/8/91,NA,39.25,5.020833333,31.20833333
1774,chic,26,18.125,11/9/91,NA,7,6.467261905,32.825
1775,chic,33,27.25,11/10/91,NA,45,3.416666667,35.575
1776,chic,34.5,33.125,11/11/91,NA,NA,2.166666667,24.32083333
1777,chic,35,32,11/12/91,NA,39.5,2.875,20.74711539
1778,chic,45.5,38.625,11/13/91,NA,28,3.854166667,25.6625
1779,chic,48,51.625,11/14/91,NA,36,3.875,27.63695652
1780,chic,50,42,11/15/91,NA,38,9.416666667,23.54741436
1781,chic,41,33.375,11/16/91,NA,28.5,19.27083333,13.9375
1782,chic,42.5,39.25,11/17/91,NA,NA,12.29166667,17.63333333
1783,chic,57,57.625,11/18/91,NA,36,8.791666667,21.925
1784,chic,57,48.75,11/19/91,NA,28,9.208333333,22.34047619
1785,chic,40.5,32.25,11/20/91,NA,21.875,5.541666667,22.16666667
1786,chic,40,33.125,11/21/91,NA,NA,4.1875,42.63968883
1787,chic,43.5,40.625,11/22/91,NA,45.5,2.333333333,33.59375
1788,chic,34.5,19.625,11/23/91,NA,20,6.25,16.38541667
1789,chic,23,16.5,11/24/91,NA,33,15.10416667,12.42708333
1790,chic,17.5,10.125,11/25/91,NA,27,6.428571429,23.29015152
1791,chic,23,21.125,11/26/91,NA,37.375,3.5625,28.6886693
1792,chic,38.5,33,11/27/91,NA,35,6.724637681,17.98333333
1793,chic,36,36.75,11/28/91,NA,10,11.72916667,16.64166667
1794,chic,49,53.5,11/29/91,NA,NA,10.72916667,20.17916667
1795,chic,43.5,25.75,11/30/91,NA,19,14,10.60833333
1796,chic,27,13.375,12/1/91,NA,19,5.895833333,15.51388889
1797,chic,30.5,30,12/2/91,NA,16.625,11.35416667,16.93991546
1798,chic,22,12.375,12/3/91,NA,22,8.4375,19.61900253
1799,chic,8,-1,12/4/91,NA,35,8.145833333,20.13131313
1800,chic,20.5,19,12/5/91,NA,23,5.214673913,23.69233092
1801,chic,24,30.625,12/6/91,NA,33.5,5.583333333,25.61376263
1802,chic,44,46.375,12/7/91,NA,20,4.875,21.8125
1803,chic,49,45.5,12/8/91,NA,24.28571429,6.270833333,17.31944444
1804,chic,35.5,32,12/9/91,NA,42,4,23.9375
1805,chic,38.5,36.375,12/10/91,NA,25.5,3.3125,21.49684343
1806,chic,40,34.75,12/11/91,NA,28,3.4375,22.66743522
1807,chic,49,50.25,12/12/91,NA,27,3.854166667,19.09583333
1808,chic,37.5,35.25,12/13/91,NA,41,2.875,22.54166667
1809,chic,29,11.875,12/14/91,NA,36.75,13.83333333,10.46212121
1810,chic,18,1.5,12/15/91,NA,26,12.0625,13.33680556
1811,chic,21,24.375,12/16/91,NA,27.5,4.854166667,21.0792298
1812,chic,28.5,12.375,12/17/91,NA,46,7.520833333,18.56845238
1813,chic,15.5,4.75,12/18/91,NA,31,8.75,17.58392857
1814,chic,19,15.625,12/19/91,NA,37,3.8125,30.99166667
1815,chic,32.5,32.875,12/20/91,NA,29.375,2.125,20.13247863
1816,chic,31,27.25,12/21/91,NA,20,2,18.10763889
1817,chic,32.5,34.5,12/22/91,NA,11.5,3.25,14.50438597
1818,chic,30.5,18.625,12/23/91,NA,22,6.291666667,20.16698232
1819,chic,30,26.375,12/24/91,NA,29,4.541666667,21.77777778
1820,chic,30,28.75,12/25/91,NA,39,3.3125,25.44444444
1821,chic,35.5,32.375,12/26/91,NA,33,4.104166667,22.20138889
1822,chic,35.5,32,12/27/91,NA,31,9.1875,14.22539251
1823,chic,35,34,12/28/91,NA,27,7.4375,15.25
1824,chic,32.5,27.625,12/29/91,NA,42,3.729166667,14.73958333
1825,chic,34,28.5,12/30/91,NA,29,5.045833333,21.15340909
1826,chic,33,28,12/31/91,NA,21,6.09692029,18.22623361
1827,chic,33.5,32.625,1/1/92,NA,33.42857143,5.458333333,19.69791667
1828,chic,39.5,41.875,1/2/92,NA,31,2.416666667,24.82291667
1829,chic,38.5,34.875,1/3/92,NA,32,2.125,24.60700758
1830,chic,35,32.5,1/4/92,NA,22,6.125,19.41666667
1831,chic,35,32.375,1/5/92,NA,25.5,8,16.64583333
1832,chic,35,33.125,1/6/92,NA,30,3.041666667,19.475
1833,chic,34.5,31.5,1/7/92,NA,41.42857143,2.479166667,23.46059783
1834,chic,38.5,40.875,1/8/92,NA,26.5,3.375,21.70833333
1835,chic,38,33.625,1/9/92,NA,33.5,2,14.1780303
1836,chic,30,23.125,1/10/92,NA,32,4.47826087,19.34375
1837,chic,36,34.875,1/11/92,NA,25,4.979166667,20.55208333
1838,chic,36.5,38.125,1/12/92,NA,23,7.416666667,18.47916667
1839,chic,32.5,30.75,1/13/92,NA,18.125,6.770833333,17.34375
1840,chic,20.5,10.5,1/14/92,NA,24,11.5625,21.92708333
1841,chic,6,-9.625,1/15/92,NA,38,8.251893939,24.61458333
1842,chic,7.5,15,1/16/92,NA,39,7.814393939,24.22478355
1843,chic,21,3.25,1/17/92,NA,34.5,11.16666667,18.07291667
1844,chic,5.5,-7.25,1/18/92,NA,NA,11.625,22.20063406
1845,chic,14.5,23.375,1/19/92,NA,27.5,7.229166667,26.80555556
1846,chic,24,20.5,1/20/92,NA,42,6.333333333,25.875
1847,chic,33.5,33,1/21/92,NA,44,4.5,30.79707792
1848,chic,35.5,36.875,1/22/92,NA,34,4.333333333,28.5
1849,chic,28.5,15.875,1/23/92,NA,50,8.595238095,16.22222222
1850,chic,18.5,7.25,1/24/92,NA,65,11.89583333,20.61111111
1851,chic,25,20.5,1/25/92,NA,24.75,7.229166667,23.59722222
1852,chic,19.5,23.125,1/26/92,NA,29,7.770833333,28.43055556
1853,chic,30,25.875,1/27/92,NA,45.5,3.708333333,25.73958333
1854,chic,29.5,25.75,1/28/92,NA,41,5.416666667,30.71286232
1855,chic,30,31.5,1/29/92,NA,46.5,6.1875,22.26041667
1856,chic,33.5,34.375,1/30/92,NA,40.5,2.291666667,27.13541667
1857,chic,32,22.375,1/31/92,NA,20.125,9.854166667,21.2196558
1858,chic,30.5,22.625,2/1/92,NA,41.5,16.3125,22.47395833
1859,chic,37.5,33.5,2/2/92,NA,23.5,4.416666667,27.53125
1860,chic,43.5,43,2/3/92,NA,82.5,2.583333333,40.89583333
1861,chic,36,25.375,2/4/92,NA,26.5,9.166666667,20.33333333
1862,chic,32.5,30.25,2/5/92,NA,23,7.979166667,26.28125
1863,chic,34.5,30.375,2/6/92,NA,37,5.416666667,24.70170455
1864,chic,28,17.375,2/7/92,NA,34.5,10.72916667,20.77943841
1865,chic,18.5,4.625,2/8/92,NA,25,13.22916667,14.88541667
1866,chic,17.5,11.5,2/9/92,NA,43.5,7.520833333,23.61458333
1867,chic,31,33,2/10/92,NA,78,3.208333333,24.08333333
1868,chic,27,12.5,2/11/92,NA,19,10.52083333,20.11458333
1869,chic,23.5,18.375,2/12/92,NA,31.375,13.89583333,20.61458333
1870,chic,30,30.5,2/13/92,NA,37.5,2.208333333,23.54936594
1871,chic,33,32.5,2/14/92,NA,31.5,6.3625,21.50473485
1872,chic,35,33.625,2/15/92,NA,25.5,3.708333333,22.88541667
1873,chic,34,34.625,2/16/92,NA,26,7,20.04166667
1874,chic,37.5,36.375,2/17/92,NA,36,9.458333333,22.58333333
1875,chic,40.5,42.375,2/18/92,NA,37.85714286,3.697916667,24.92857143
1876,chic,37.5,32.875,2/19/92,NA,26,5.683794466,27.84375
1877,chic,39.5,34.5,2/20/92,NA,37,9.880952381,23.875
1878,chic,31.5,27.375,2/21/92,NA,25,14.74810606,27.45113636
1879,chic,42,33.875,2/22/92,NA,30,10.83333333,24.20833333
1880,chic,37,36.875,2/23/92,NA,35,17.66666667,21.26041667
1881,chic,36,34.125,2/24/92,NA,38.125,10.47916667,25.83333333
1882,chic,33.5,27.25,2/25/92,NA,36.5,11.30492424,25.98106061
1883,chic,33.5,31.375,2/26/92,NA,36,13.47916667,25.29166667
1884,chic,39.5,34.125,2/27/92,NA,34,7.977272727,29.42708333
1885,chic,39.5,26.625,2/28/92,NA,27,13.45833333,20.97916667
1886,chic,30,25.125,2/29/92,NA,22,22.70833333,20.96875
1887,chic,54,41.125,3/1/92,NA,36.375,18.41666667,24.86458333
1888,chic,45.5,37.875,3/2/92,NA,44.5,11.35416667,30.375
1889,chic,38,38.125,3/3/92,NA,59,6.895833333,26.40172101
1890,chic,49,40.75,3/4/92,NA,77,8.75,35.07481061
1891,chic,53,53.75,3/5/92,NA,99,6.833333333,41.43055556
1892,chic,55.5,52.125,3/6/92,NA,50,8.125,32.70833333
1893,chic,48,48,3/7/92,NA,43.71428571,3.541666667,28.15277778
1894,chic,52.5,50.375,3/8/92,NA,27.5,9,24.47222222
1895,chic,44,31.375,3/9/92,NA,34,14.45833333,26.02083333
1896,chic,20.5,11,3/10/92,NA,32.5,23.02083333,22.10770751
1897,chic,19.5,16,3/11/92,NA,34,21.1875,26.91666667
1898,chic,22.5,12.375,3/12/92,NA,31.5,18.08333333,30.22916667
1899,chic,25.5,21.875,3/13/92,NA,33.75,17.75,29.79166667
1900,chic,29,19.75,3/14/92,NA,27,19.79166667,28.65277778
1901,chic,29,17,3/15/92,NA,28.5,18.9375,31.33333333
1902,chic,34.5,36.875,3/16/92,NA,28.5,12.1969697,30.61111111
1903,chic,38,24,3/17/92,NA,26.5,21.33333333,23.54166667
1904,chic,34,22,3/18/92,NA,20.5,26.54166667,21.20328283
1905,chic,36,22.75,3/19/92,NA,24,28.76268116,29.67261905
1906,chic,35,21.125,3/20/92,NA,40,15.83333333,35.1032197
1907,chic,30.5,31.125,3/21/92,NA,33,29.54166667,27.42708333
1908,chic,27.5,14.125,3/22/92,NA,19.5,25.52083333,25.63541667
1909,chic,30.5,23.125,3/23/92,NA,54,13.4375,48.93070652
1910,chic,43,34.25,3/24/92,NA,58,16.59583333,37.09469697
1911,chic,44.5,32.375,3/25/92,NA,40.75,12.1875,31.69791667
1912,chic,41.5,26.875,3/26/92,NA,46.5,15.83333333,28.06617647
1913,chic,34,26,3/27/92,NA,26.5,23.83333333,27.125
1914,chic,36,31.25,3/28/92,NA,39.5,18.02083333,42.34722222
1915,chic,39.5,37.75,3/29/92,NA,25,27.27083333,24.38888889
1916,chic,42,29.5,3/30/92,NA,34,20.47916667,32.87173203
1917,chic,41.5,27,3/31/92,NA,35.375,16.66666667,34.53623188
1918,chic,33.5,25.25,4/1/92,NA,20,23.22534722,24.38888889
1919,chic,31.5,19.5,4/2/92,NA,32,18.51617133,29.97222222
1920,chic,38,31.875,4/3/92,NA,45.5,13.48958333,31.47222222
1921,chic,36.5,22.125,4/4/92,NA,20,26.9375,25.04166667
1922,chic,38.5,23.25,4/5/92,NA,29,20.90625,32.05555556
1923,chic,49.5,31.875,4/6/92,NA,42.125,17.84375,37.80208333
1924,chic,52,38.5,4/7/92,NA,76.5,14.49621212,40.70625
1925,chic,50.5,28.125,4/8/92,NA,53,19.37263258,37.68333333
1926,chic,48,36,4/9/92,NA,37,26.92269845,28.31640316
1927,chic,57.5,57.375,4/10/92,NA,45,19.9838574,31.73810606
1928,chic,49.5,36.375,4/11/92,NA,18,17.15104167,26.675
1929,chic,37,19,4/12/92,NA,14.85714286,32.05729167,13.81666667
1930,chic,38,28.625,4/13/92,NA,32,15.91856061,22.41856061
1931,chic,42,31.875,4/14/92,NA,44.5,9.765172101,26.12847826
1932,chic,48.5,50.375,4/15/92,NA,53,10.27380952,31.97916667
1933,chic,53,40.25,4/16/92,NA,26,17.23958333,28.18229167
1934,chic,41.5,38.75,4/17/92,NA,23,22.921875,24.54166667
1935,chic,51,58.125,4/18/92,NA,40.5,10.453125,25.625
1936,chic,65.5,59.75,4/19/92,NA,24,23.73958333,18.33333333
1937,chic,66,58.25,4/20/92,NA,22.5,21.58333333,18.97395833
1938,chic,48,36.5,4/21/92,NA,34.5,12.93166035,16.63813406
1939,chic,43,30.875,4/22/92,NA,37,17.54538691,21.23484849
1940,chic,48.5,42.75,4/23/92,NA,40.5,7.980298913,33.34920635
1941,chic,44.5,37.625,4/24/92,NA,33.57142857,8.521446078,27.85416667
1942,chic,43.5,33.625,4/25/92,NA,14,17.36309524,21.95833333
1943,chic,46.5,36.5,4/26/92,NA,11.5,19.51785714,14.06612319
1944,chic,40.5,26.25,4/27/92,NA,20,24.4785779,17.05195393
1945,chic,44,29.5,4/28/92,NA,55,18.09397645,41.55208333
1946,chic,58.5,51.625,4/29/92,NA,52.5,16.40557065,31.02807971
1947,chic,49.5,42.125,4/30/92,NA,55.375,15.13700181,29.30991201
1948,chic,64.5,52.5,5/1/92,NA,141,32.91734601,25.35833333
1949,chic,64,32.5,5/2/92,NA,67,27.58333333,20.5
1950,chic,48.5,34.875,5/3/92,NA,34.5,18.0952381,15.50520833
1951,chic,44,29.875,5/4/92,NA,23.5,19.38708744,22.49431818
1952,chic,43.5,23.125,5/5/92,NA,56,31.30527211,17.30395445
1953,chic,44.5,21.25,5/6/92,NA,31.85714286,21.34036797,27.50416667
1954,chic,52,24.75,5/7/92,NA,100,21.74223603,41.42318841
1955,chic,56,28,5/8/92,NA,65,35,49.77713577
1956,chic,58.5,48.25,5/9/92,NA,49,45.609375,29.7
1957,chic,65.5,48.5,5/10/92,NA,53,41.359375,25.86666667
1958,chic,72,56.375,5/11/92,NA,84,33.75802866,26.23550725
1959,chic,69,61.5,5/12/92,NA,47.57142857,26.41666667,28.78152174
1960,chic,55,36.875,5/13/92,NA,NA,22.97894022,18.975
