structure,mp,rings,heavy atoms,single bonds,triple bonds,reactive,molar mass,refractivity,formal charge,logP,tpsa,dipole moment,energy,density,volume,PCA1,PCA2
O=C(C=COC(=O)c1ccccc1)CCc1ccccc1,99.5,12,21,23,0,0,280.323,8.3654852,0,3.55897,43.369999,5.0969567,-141.30701,0.98439896,284.76562,0.3638,1.581
O=[N+]([O-])c1ccc(cc1)C(=O)OCC1CC2(C)CCC1C2(C)C,99.5,6,23,40,0,0,317.38498,8.6472406,0,4.2140002,72.120003,4.7608361,-165.73819,1.0419945,304.59375,-1.3398,-0.561
O=C(Nc1ccccc1)C1CCCCC1=CCc1ccccc1,99.800003,12,23,34,0,0,305.42099,9.5906458,0,4.9843702,29.1,3.0132179,-143.01505,0.92934644,328.64062,-1.1525,5.0682
Cc1ccc2c3ccccc3c3ccccc3c2c1,100,18,19,15,0,0,242.321,7.9758739,0,5.4546199,0,0.34846091,-106.94666,0.90884572,266.625,4.3828,8.4342
Clc1ccc(cc1)C(CC=O)=C(C#N)C#N,100,6,16,13,2,1,230.65399,6.3882856,0,2.756068,64.650002,5.2765274,-106.73438,1.0847925,212.625,6.3956,1.8034
O=C(C=Cc1oc(cc1)c1ccccc1)c1occc1,100,16,20,16,0,1,264.28,7.7734842,0,4.4356999,43.349998,2.1649446,-133.40175,1.0219274,258.60938,2.8029,3.0421
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC(C)c1ccccc1,100,6,36,39,0,0,567.23895,8.2757311,0,6.9686999,29.1,3.7736313,-438.54623,1.6278044,348.46875,-9.4929,0.1486
O=C(NC(c1ccccc1)=C(NC(=O)c1ccccc1)c1ccccc1)c1ccccc1,100,24,32,30,0,0,418.496,12.872019,0,5.3723998,58.200001,5.7130985,-197.97942,0.9831422,425.67188,-8.811,4.4519
O=C(Nc1ccccc1)C(=O)C,100,6,12,13,0,1,163.17599,4.6560125,0,1.2141,46.169998,4.6197186,-84.736519,0.97673625,167.0625,9.6148,-3.719
O=[N+]([O-])c1ccccc1C(O)C(O)c1ccccc1,100,12,19,20,0,0,259.26099,7.0173159,0,2.5527999,86.279999,4.5356936,-138.43547,1.0800432,240.04688,2.6704,-3.1305
[O-][N+](=Nc1ccccc1)c1ccc([N+]([O-])=Nc2ccccc2)c(C)c1,100,18,25,23,0,0,332.36301,9.6092653,0,5.8464198,82.220001,1.3645054,-161.61304,1.0284901,323.15625,-1.8329,4.4246
[S+2]([O-])([O-])(c1ccccc1)C(CC=C1OC(=O)C(OC)=C1OC)C(=O)OCC,100,6,27,38,0,1,396.41599,9.8340015,0,1.7272,105.2,7.551713,-215.67268,1.1226436,353.10938,-7.1535,-6.1753
O=C1OC(Cc2c(C)cccc12)(C(=O)OC)C(=O)OC,100.3,6,20,26,0,1,278.25998,6.9926596,0,0.79268998,78.900002,3.6070993,-157.69576,1.1294165,246.375,1.3008,-6.3551
c1c2CCc2cc2CCc12,100.5,6,10,16,0,0,130.19,4.1382823,0,1.88368,0,0.00781025,-57.961105,0.8548435,152.29688,12.9339,4.6625
O=C1C(CC(=O)N)C2CCC1(C)C2(C)C,100.5,0,15,33,0,0,209.289,5.7969861,0,1.5032001,60.16,5.7222738,-106.9094,0.96328628,217.26562,6.4762,-1.7072
O=C(O)c1ccc(OCCCCCCCC)cc1,100.5,6,18,33,0,0,250.338,7.3563185,0,4.1241002,46.529999,5.1064525,-130.0378,0.91856623,272.53125,1.0421,-0.0621
O=C(C=Cc1oc(cc1)c1ccc(C)cc1)c1ccccc1,100.5,17,22,21,0,1,288.34598,8.9156322,0,5.1511202,30.209999,2.0173216,-138.80341,0.96811163,297.84375,0.9224,6.0084
O=C(OC1CC(C)CCC1C(C)C)C(Cc1ccccc1)c1ccccc1,100.5,12,27,48,0,1,364.52899,11.263285,0,6.01687,26.299999,1.5400717,-175.34082,0.90478402,402.89062,-5.5954,6.2189
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1.O=C(OC)[nH0]1c2ccccc2c(CC)c1C,100.5,15,32,31,0,0,446.37198,10.802993,0,4.2433901,188.92,0.88199943,-252.02318,1.1795619,378.42188,-9.4429,-9.5518
O=C1OCc2ccc(OC)c(OC)c21,101,6,14,18,0,0,194.18599,4.9983349,0,1.6406,44.759998,6.2850237,-108.95731,1.0855961,178.875,8.3811,-2.7849
O=C(c1ccccc1)c1ccc2CCc3cccc1c32,101,16,20,19,0,0,258.32001,8.0993176,0,4.1693401,17.07,2.9981153,-119.6524,0.9891988,261.14062,4.4798,6.2389
Clc1ccc(cc1)C=NO,101,6,10,9,0,0,155.584,4.1407747,0,2.1744001,32.59,0.49164012,-73.386078,1.1209474,138.79688,12.9962,0.1374
S(CC)C(SCC)=C1CCCC(C1=C(C#N)C#N)=C(SCC)SCC,101,0,25,46,2,0,410.69501,11.850563,0,6.0376682,47.580002,5.2590117,-161.24413,1.024736,400.78125,-5.8229,5.9948
S=C(OCC1(C)CCC(C)C1(C)C)Nc1ccccc1,101,6,20,39,0,0,291.45898,8.730628,0,4.6343999,53.349998,4.0340662,-131.89464,0.93234247,312.60938,0.3843,5.0366
O=C(OC)c1c(OC)ccc(OC)c1C(=O)OC,101,6,18,24,0,0,254.23799,6.3932357,0,1.277,71.059998,5.0305519,-147.38637,1.0877945,233.71875,2.5117,-5.5341
OC1CCC2(C)C(C1)CC1(OCCO1)C1C3CCC4(OCCO4)C3(C)CCC12,101,0,28,69,0,0,392.53598,10.376407,0,3.4861,57.150002,2.0877032,-205.98706,1.0069866,389.8125,-5.6143,2.7963
O=[N+]([O-])c1oc(cc1)C(=O)OCC,101,5,13,13,0,0,185.13499,4.2156968,0,1.3645,85.260002,6.1010551,-111.18282,1.2156191,152.29688,8.1254,-9.7347
O=C(OCC)C(C=Cc1cccc(c1)C=CC(C(=O)OCC)C(=O)OCC)C(=O)OCC,101,6,32,50,0,1,446.496,12.078471,0,3.1977999,105.2,5.3149943,-245.24428,1.0098863,442.125,-14.3328,-4.8359
Clc1ccc(cc1)C=C(C#N)C(=O)N,101,6,14,12,1,0,206.63199,5.576726,0,1.758584,66.879997,2.1407964,-96.513977,1.0932909,189,8.1463,-0.9073
O=C1N2CCc3ccccc3C2=Cc2ccccc12,101,12,19,21,0,0,247.297,7.4966035,0,3.1965699,20.309999,3.1829476,-115.7726,1.0003165,247.21875,5.3085,3.4297
N(Nc1ccccc1)=C(Cc1ccccc1)c1cccc2ccccc21,101.2,22,26,25,0,0,336.43799,10.817345,0,5.8986702,24.389999,2.3549855,-150.61911,0.93601251,359.4375,-2.4976,8.6207
O=C1C=C2C(OC(=O)C)CC3C4CCC(C(C)CCCC(C)C)C4(C)CCC3C2(C)CC1,101.5,0,32,78,0,1,442.68399,12.995186,0,7.1385002,43.369999,7.3012753,-218.09196,0.92046052,480.9375,-11.1807,5.6117
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1.O=C(Cc1ccccc1)c1cccc2ccccc21,101.5,22,35,27,0,0,475.41299,12.332993,0,5.3819699,174.75999,2.2708526,-257.20755,1.147561,414.28125,-11.0923,-5.181
O=C1N2CCCCC2Cc2cc(C)cc(C)c12,101.5,6,17,31,0,0,229.323,6.8870063,0,2.8542099,20.309999,3.4245965,-109.58776,0.95364988,240.46875,6.0289,2.6112
O=C(OCC)C(C)C(O)(c1ccccc1)c1ccccc1,101.5,12,21,29,0,1,284.35498,8.4142599,0,3.4331999,46.529999,0.68066514,-144.02348,0.97262144,292.35938,0.2729,1.432
OC1(OC(Cc2ccccc21)c1ccc(OC)cc1)C,101.5,12,20,28,0,0,270.328,7.795846,0,3.5811701,38.689999,0.74733329,-137.55757,0.99499607,271.6875,2.279,3.2006
OC1OC(Cc2ccccc21)C1CCCCC1,101.7,12,17,21,0,0,226.27499,6.7365994,0,3.1824701,29.459999,0.70341808,-111.86363,0.98958588,228.65625,5.7844,3.2724
O=C(c1ccccc1)C(=O)c1cccc2ccccc21,101.8,16,20,15,0,1,260.29199,7.9599051,0,3.9054,34.139999,3.4879439,-125.8827,1.0198156,255.23438,3.2514,2.757
O=C1c2ccc(OC)cc2C1=O,102,6,12,11,0,1,162.144,4.2619057,0,1.0742,43.369999,5.0794334,-88.345886,1.050113,154.40625,11.0235,-3.7015
O=C1CCC2(C)C(CCC3C4CCCC4(C)CCC32)C1,102,0,20,52,0,0,274.448,8.1900082,0,4.9882998,17.07,2.9455819,-130.51991,0.90478915,303.32812,2.3386,5.7116
O1CCOc2cc(Nc3ccc4cc(OC)ccc4c3)ccc12,102,16,23,26,0,0,307.349,8.9007673,0,4.3632002,39.720001,1.6411179,-154.14638,1.0392739,295.73438,-0.0671,4.3351
O=C(Oc1cc(C)ccc1C1(Oc2cc(C)ccc2C(C)(C)C1)C)C,102,12,25,40,0,1,338.44699,9.962369,0,5.5157399,35.529999,4.6329603,-168.6348,0.9688946,349.3125,-2.6597,4.5524
O=C(Nc1ccc(cc1)CCCCCCC)c1ccc(cc1)CC,102,12,24,41,0,0,323.47998,10.289466,0,6.0141401,29.1,3.2982767,-152.24335,0.87730825,368.71875,-4.1563,5.6109
O=C(OC)C=CC(=O)OC,102,0,10,14,0,0,144.12599,3.5165033,0,-0.1114,52.599998,0.012649111,-87.09536,1.019797,141.32812,10.0957,-8.462
S(C)C(SC)=C(C#N)C(=O)N,102,0,11,15,1,0,188.27499,4.915441,0,0.47688401,66.879997,6.2792244,-79.053772,1.1413848,164.95312,9.7583,-3.1526
S1c2[nH0][nH0]c([nH0]2NC1c1occc1)COc1ccccc1,102,16,21,20,0,0,300.34201,8.0914574,0,2.9319999,65.110001,6.5200043,-141.40552,1.1336334,264.9375,2.0749,1.5793
Clc1ccccc1C=C(C#N)c1scc([nH0]1)c1sccc1,102,16,21,14,1,0,328.84698,9.2231369,0,5.6154842,36.68,2.9396796,-131.99493,1.1167467,294.46875,2.1473,5.1339
O=[N+]([O-])c1ccccc1C=Cc1[nH0]c2ccccc2cc1,102,16,21,16,0,0,276.29498,8.1428299,0,4.3133998,58.709999,5.2065115,-134.69759,1.0445318,264.51562,2.355,1.8879
O=[N+]([O-])c1cccc(c1)C=Cc1ccccc1,102,12,17,15,0,0,225.24699,6.6945391,0,3.7651999,45.82,5.566762,-111.60619,0.98691094,228.23438,5.6579,1.3782
O=C(Oc1cccc(N=[N+]([O-])c2cccc(OC(=O)C)c2)c1)C,102,12,23,23,0,1,314.297,8.3289137,0,3.4628999,93.709999,7.4823871,-169.15118,1.1004436,285.60938,-1.4435,-2.9923
O=C1Cc2cc(C)c(C)c(C)c21,102.5,6,12,18,0,0,160.216,4.899334,0,2.35063,17.07,2.9149961,-77.234673,0.90421724,177.1875,11.6823,2.691
ClN(C=C1C(=O)C2(C)CCC1C2(C)C)c1ccccc1,102.5,6,20,34,0,0,289.806,8.2267427,0,4.5559001,20.309999,3.8091645,-134.18582,1.0043093,288.5625,2.7268,5.4176
Brc1ccc([S+2]([O-])([O-])N=C(SC)SC)cc1,102.5,6,16,19,0,0,340.28601,7.4932475,0,2.8371,46.5,4.6770401,-124.91653,1.3465841,252.70312,4.3323,0.4447
Oc1ccc(C)cc1C(O)c1ccccc1,102.5,12,16,19,0,0,214.26399,6.4389062,0,2.87782,40.459999,1.3585584,-106.73947,0.95287997,224.85938,5.9422,1.2219
O=[N+]([O-])c1cccc2c1oc(CCC(=O)C)c2c1oc(C)cc1,102.5,14,23,23,0,1,313.30899,8.4064684,0,4.4309902,89.169998,8.2042465,-167.88228,1.0889418,287.71875,0.087,-1.8071
O=[N+]([O-])c1cccc(NC(=O)OCC)c1[N+](=O)[O-],102.5,6,18,18,0,0,255.18599,5.7357254,0,2.0713999,129.97,6.498374,-149.51106,1.2170731,209.67188,2.89,-10.1462
OC1(C#Cc2ccccc2)CCC2C3CCC4CCCCC4(C)C3CCC21C,102.5,6,28,61,1,0,376.58398,11.494657,0,6.2020078,20.23,1.6673179,-175.50575,0.91741371,410.48438,-5.3341,8.5839
O=[N+]([O-])c1ccccc1NN=C(C#N)C(=O)OCC,102.5,6,19,19,1,0,262.22501,6.570713,0,1.449384,120.3,5.654521,-142.04312,1.1661733,224.85938,2.1567,-6.1534
BrC1=C(=NN=C1c1ccccc1)N1N=C(SC1=N)C(=O)c1sccc1,102.5,11,25,20,0,0,431.31799,10.27516,0,3.8169701,81.239998,3.9428606,-167.30185,1.3434736,321.04688,-1.6417,2.167
[nH0]1cc2ccccc2cc1c1ccccc1,102.5,16,16,12,0,0,205.25999,6.6742997,0,3.9017999,12.89,1.8069037,-91.394714,0.93029106,220.64062,7.2701,6.0583
S(c1ccccc1)C1OC(=O)c2ccccc21,102.5,12,17,16,0,0,242.298,6.9520764,0,3.5153999,26.299999,3.7047076,-112.08331,1.0461494,231.60938,6.2617,2.4161
O=C(N(Nc1ccccc1N=Nc1ccccc1)c1ccccc1)C,102.8,18,25,25,0,1,330.39099,9.9337311,0,5.4819999,57.060001,2.697938,-155.4949,1.0027516,329.48438,-2.4921,3.9387
[S+2]([O-])([O-])(NC1CC2CC1C(=C)C2(C)C)c1ccc(C)cc1,102.8,6,21,39,0,0,305.44199,8.575243,0,3.2641201,46.169998,6.570087,-143.00645,1.0154427,300.79688,0.8386,2.3578
BrC1=C(Br)C2CCC(C)(C1=O)C2(C)C,103,0,14,27,0,0,322.04001,6.3634415,0,4.013,17.07,3.0673811,-109.25489,1.424168,226.125,8.6514,4.2231
O=C(C)C1=Nc2ccccc2C1(C)C(=O)OC,103,6,17,22,0,1,231.25099,6.3934793,0,1.7924,55.73,3.1454768,-120.6847,1.0421113,221.90625,5.1763,-1.9759
N(=Cc1ccccc1)c1ccccc1Nc1ccccc1N=Cc1ccccc1,103,24,29,27,0,0,375.47501,11.945006,0,6.9313998,36.75,1.9409732,-168.58592,0.93883419,399.9375,-6.0357,7.854
O=C(OCC)C=1C=NNC=1N,103,0,11,17,0,0,155.157,3.8872843,0,-0.69120002,64.349998,1.3014411,-83.391197,1.0691266,145.125,10.353,-6.0615
N#CC=1=Nc2ccccc2C=1C,103,0,12,15,1,0,155.17999,4.6599631,0,1.939074,36.150002,5.5561576,-69.996185,0.94802594,163.6875,11.9227,2.079
O=C(C)C(=CNc1ccc(C)cc1)Cc1ccccc1,103,12,20,26,0,0,265.35599,8.3814316,0,4.1224899,29.1,3.4323795,-124.92373,0.92771679,286.03125,1.5207,5.0271
[O-][N+](=Nc1ccccc1)c1ccc(N=Nc2ccccc2)c(C)c1,103,18,24,22,0,0,316.36398,9.4550018,0,6.3361201,65.830002,4.4001465,-148.95273,1.0343446,305.85938,-0.9375,5.6262
ON=C(C)CCc1oc2ccc(C)cc2c1c1oc(C)cc1,103.5,14,22,27,0,1,297.354,8.6565685,0,5.09231,58.869999,0.68455607,-150.28845,0.98441213,302.0625,0.6729,2.6327
S(C1(C#N)CC1(SC(C)(C)C)C#N)C(C)(C)C,103.5,0,17,35,2,0,268.44901,7.6153131,0,3.5222681,47.580002,1.9034059,-110.26845,0.97895932,274.21875,3.189,4.4855
Ic1ccc(O)c(c1)C(c1oc(C)cc1)c1oc(C)cc1,103.5,16,21,22,0,0,394.20801,9.176343,0,5.2511401,46.509998,1.2732266,-147.98796,1.3014191,302.90625,1.3529,3.6929
O=C1C(C(=O)c2cccc3ccccc32)C2CCC1(C)C2(C)C,103.5,10,23,35,0,0,306.405,9.1299658,0,4.6638999,34.139999,4.6244454,-148.05438,0.99085039,309.23438,0.2385,5.103
O=[N+]([O-])c1cc(O)c(cc1OC)C(c1oc(C)cc1)c1oc(C)cc1,103.5,16,25,27,0,0,343.33499,9.0226297,0,4.2920399,101.56,5.2261291,-187.05736,1.0880095,315.5625,-2.3479,-1.6906
O=C(Oc1ccc(OCC)cc1)c1ccccc1,103.5,12,18,20,0,0,242.27399,7.0827622,0,3.3045001,35.529999,1.86192,-124.57393,1.0022323,241.73438,3.87,1.7666
S(Cc1ccccc1)C(SCc1ccccc1)=C(C#N)C(=O)N,103.5,12,23,25,1,0,340.47101,9.985323,0,4.1504841,66.879997,5.8773112,-145.99062,1.0386646,327.79688,-1.8732,2.4913
N=1NC(C)=C(C)C=1c1ccccc1,103.5,6,13,16,0,0,171.22299,5.2942314,0,2.2878001,26.33,3.8224039,-77.825645,0.94386494,181.40625,9.9295,2.4956
O1C=2CCCCC=2C(c2ccc(OC)cc2)C=2CCCCC1=2,103.5,6,22,41,0,0,296.41,8.8669415,0,5.4651999,18.459999,1.306852,-144.26932,0.95203453,311.34375,0.8988,6.3653
OC1c2ccc(OC)cc2CC21CCC(O)(CC2)c1ccc(cc1)C(C)(C)C,104,12,28,51,0,0,380.52798,11.169131,0,5.4373698,49.689999,2.5374906,-188.07283,0.95448917,398.67188,-6.2435,5.2042
O=C1CCC2C3CCC4CC=CCC4(C)C3CCC12C,104,0,20,49,0,0,272.43201,8.1589575,0,4.7642999,17.07,2.5910659,-129.13356,0.91597831,297.42188,2.5437,5.7571
BrC1=C(OC)C2CCC(C)(C1=O)C2(C)C,104,0,15,31,0,0,273.16998,6.2914762,0,3.2644999,26.299999,2.66871,-113.61447,1.1645936,234.5625,6.9491,2.8069
O=C1N(CNc2ccccc2CC)C(=O)c2ccccc21,104,12,21,25,0,0,280.327,8.184288,0,2.9145701,49.41,3.3970466,-137.55389,0.99472874,281.8125,1.1192,0.1541
Brc1ccc(cc1OC)CC(=O)O,104,6,13,15,0,0,245.07199,5.295094,0,2.1580701,46.529999,4.4546571,-105.78569,1.2823651,191.10938,8.0443,-2.9839
O=C(OC)c1cc(OC)c(C)c(OC)c1,104,6,15,22,0,0,210.22899,5.6706605,0,1.79882,44.759998,1.4367439,-116.7968,0.98482329,213.46875,6.2305,-2.0574
N=1NC(C)=C(C=1C)C(C)(C)C,104,0,11,25,0,0,152.241,4.6143527,0,2.2855999,12.03,2.2555566,-71.021217,0.86331952,176.34375,11.2859,2.6094
O=C(OC1CC(C)CCC1C(C)C)C(C=Cc1ccccc1)C(=O)c1ccccc1,104,12,30,49,0,1,404.54999,12.256463,0,6.2028999,43.369999,3.5121443,-198.30913,0.94383198,428.625,-8.643,5.2611
O=C(O)C(C)CCC(C(=O)O)C(C)C,104,0,14,29,0,0,202.25,5.3068991,0,1.8441,74.599998,8.0592442,-114.45735,0.99462116,203.34375,4.6174,-7.8873
O=C(Nc1cccc(c1)C=CC(=O)c1ccccc1)C,104,12,20,21,0,1,265.31198,8.0332346,0,3.5411,46.169998,1.2935355,-129.81659,0.98110402,270.42188,1.5915,1.4913
O=C(NNc1ccccc1)CCC,104,6,13,20,0,1,178.235,5.3425064,0,1.9298,41.130001,2.7974405,-87.5149,0.9264977,192.375,7.5629,-0.8228
S(Cc1ccccc1)C(SCc1ccccc1)=C(C#N)C(=O)OC,104,12,24,27,1,0,355.48199,10.365872,0,4.8381839,50.09,2.9464414,-157.49849,1.0364379,342.98438,-2.7935,3.0581
Clc1ccc(cc1)C=C(C#N)c1scc([nH0]1)c1ccccc1,104,17,22,16,1,0,322.819,9.3914127,0,5.5539842,36.68,3.0117168,-135.55063,1.0627786,303.75,1.2526,6.1495
N(=Cc1ccccc1)c1ccc(cc1)C=Cc1ccc(N=Cc2ccccc2)cc1,104,24,30,28,0,0,386.49799,12.512717,0,7.3582001,24.719999,3.0929759,-172.48085,0.92633307,417.23438,-7.5627,9.3551
O=C1C(C)C2CC(OC(=O)C)C3C45CCCC(C)(COC4OC(=O)C)C5CC(OC(=O)C)C13C2OC(=O)C,104.1,0,38,75,0,1,534.60199,13.345073,0,2.7386999,131.5,4.0192561,-296.49582,1.083081,493.59375,-16.0858,-5.6153
BrC1=CC(=O)OC2=C1C1CCC2(C)C1(C)C,104.5,0,16,30,0,0,283.16501,6.4905381,0,3.5322001,26.299999,4.0420742,-117.59375,1.2050376,234.98438,7.3649,1.5465
Brc1cccc2c(cccc12)C=NNc1ccccc1,104.5,16,20,17,0,0,325.20898,8.6242609,0,5.1216002,24.389999,1.0730639,-125.31069,1.1679784,278.4375,2.5729,6.2802
Brc1cccc2c(cccc12)C=O,104.5,10,13,9,0,1,235.08,5.6715646,0,3.4881001,17.07,2.0072443,-89.211433,1.2219883,192.375,10.4783,3.957
ON=C(C)CCc1oc2ccccc2c1c1oc(C)cc1,104.5,14,21,24,0,1,283.327,8.2105665,0,4.7838898,58.869999,1.2172847,-143.80414,1.0008792,283.07812,1.7635,2.277
Clc1ccc(OCC(=O)Nc2ccc3[nH0]c(sc3c2)SCCCCCC)c(Cl)c1,104.5,15,29,36,0,0,469.457,12.630999,0,7.1176,51.220001,2.683387,-205.72121,1.1217611,418.5,-8.6037,4.0664
O=C(OC)CCC(C)C1CCC2C3C(O)C(O)C4CCCCC4(C)C3CCC21C,104.5,0,29,73,0,1,406.60699,11.433011,0,4.5662999,66.760002,3.1436174,-207.60455,0.94213992,431.57812,-8.6482,1.624
Oc1ccccc1C(O)c1ccc(C)cc1,104.5,12,16,19,0,0,214.26399,6.4389062,0,2.87782,40.459999,1.7058045,-106.73965,0.956469,224.01562,5.8703,1.2723
N#Cc1c2ccccc2[nH0](C)c1C,104.5,9,13,13,1,0,170.215,5.2974834,0,2.7176039,28.719999,5.6350284,-77.21138,0.91077334,186.89062,10.3307,3.7789
Brc1cccc(NC(=O)c2[nH0]c(Cl)c([nH0]c2)C(C)(C)C)c1,104.5,12,21,24,0,0,368.66199,8.8408527,0,4.5419002,54.880001,3.3698502,-149.97438,1.1605119,317.67188,0.305,1.8564
O=C(OC(C)c1cccc(c1)C(OC(=O)Nc1ccccc1)C)Nc1ccccc1.c1ccccc1,104.5,24,36,42,0,0,482.57999,14.421865,0,8.1836004,76.660004,2.3568006,-239.14439,0.97685164,494.01562,-14.8179,3.8268
O=C1OC(C)(Cc2ccccc12)C(=O)C,104.6,6,15,20,0,1,204.22499,5.6323328,0,1.74717,43.369999,6.2115765,-107.87994,1.0277896,198.70312,7.6496,-0.9598
O=C1Cc2c1c(OC)ccc2OC,105,6,13,17,0,0,178.187,4.8321223,0,1.44257,35.529999,4.572608,-96.171219,1.0202154,174.65625,9.5739,-0.4322
O=C1Oc2cc(C)cc(C)c2C1,105,6,12,16,0,1,162.188,4.6285863,0,1.76491,26.299999,4.130446,-83.545227,0.99083924,163.6875,11.4536,-0.5524
O=C1C(=CC(C=C2C(=O)C3(C)CCC2C3(C)C)(CC(=O)OCC)C(=O)OCC)C2CCC1(C)C2(C)C,105,0,36,75,0,1,498.65997,13.747901,0,5.3923001,86.739998,6.8973365,-258.49179,0.97929484,509.20312,-14.7106,1.256
O=C1C(=CNc2ccc(cc2)C(=O)OCC)C2CCC1(C)C2(C)C,105,6,24,42,0,0,327.42398,9.3925781,0,4.1842999,55.400002,8.7780409,-164.56342,0.98242551,333.28125,-2.3778,2.0386
O=C(OC)c1cc2ccccc2c(O)c1C(=O)OC,105,10,19,19,0,0,260.245,6.8778195,0,2.1185999,72.830002,4.5713091,-143.60254,1.1074991,234.98438,2.6243,-4.9271
ClC1N2Oc3ccc[nH0]c3C2=C(C(=O)OCC)C(Cl)C1Cl,105,6,21,26,0,1,349.60098,8.0283327,0,2.7585001,51.66,4.2357864,-167.51178,1.2709875,275.0625,1.9178,-0.2336
O=C(Nc1ccc(C)cc1)CC(C)c1ccc(C)cc1,105,12,20,29,0,0,267.37198,8.3966656,0,4.43574,29.1,2.9933074,-126.30682,0.91585356,291.9375,1.1784,3.8589
O=C(Nc1ccc(C)cc1)C(C)c1ccc(C)cc1,105,12,19,26,0,0,253.345,7.9339638,0,4.04564,29.1,3.2029843,-119.82275,0.93539172,270.84375,2.4777,3.5994
O=C(NCc1ccccc1)c1ccccc1,105,12,16,17,0,0,211.26399,6.6069331,0,2.8829999,29.1,3.1950085,-100.35314,0.96674502,218.53125,6.0071,2.3387
O=C(Oc1ccc2ccccc2c1)c1ccccc1,105,16,19,15,0,0,248.28099,7.5799084,0,4.059,26.299999,1.7312337,-120.76225,1.0008808,248.0625,4.3588,3.6354
S(c1ccccc1N)C(=O)c1ccccc1,105,12,16,15,0,0,229.30299,6.8407359,0,2.9733,43.09,1.5694078,-101.92616,1.0274726,223.17188,6.1546,1.96
O=C(N1CC(C=C1c1ccccc1)c1ccccc1)C,105,12,20,25,0,0,263.34,8.1763468,0,3.6733999,20.309999,2.8901746,-123.56456,0.94292045,279.28125,2.7741,3.7182
O=C1OCC23CCCC1(C)C3CC(OC)C13C(=O)C(C)C(CC(OC(=O)C)C21)C3O,105.2,0,30,63,0,1,420.50198,10.688528,0,1.8886,99.129997,6.2394204,-228.55602,1.064899,394.875,-7.7861,-3.3773
O=C(Nc1ccc(cc1)CCCC)C,105.2,6,14,24,0,0,191.274,5.9446959,0,2.98757,29.1,3.0636158,-92.826401,0.87358421,218.95312,6.6475,1.0104
O=C(c1cccc2ccccc21)C(O)c1ccccc1,105.2,16,20,18,0,0,262.30798,8.0157776,0,3.8515999,37.299999,3.2922175,-127.24213,0.99962556,262.40625,3.0251,3.7269
ON=CC=1CCCC=1C#Cc1ccccc1,105.2,6,16,21,1,0,211.26399,6.5205479,0,2.9786079,32.59,0.84662741,-100.21548,0.94664258,223.17188,6.5778,2.7681
O=C1OC(OC(=O)C1=NNc1ccccc1C)(C)C,105.5,6,19,25,0,0,262.26498,6.8454313,0,1.59902,76.989998,4.464725,-141.11694,1.0811568,242.57812,2.5417,-3.4925
O=C(Nc1ccc(cc1)c1ccc2[nH0][nH0]([nH0]c2c1)c1ccccc1)c1ccc(OC)cc1,105.8,27,32,27,0,0,420.47198,12.463257,0,5.3484001,69.040001,4.5372148,-200.37515,1.0253851,410.0625,-7.8226,5.4835
O=C1C(=CC(=O)O)C2CCC1(C)C2(C)C,106,0,15,29,0,1,208.25699,5.5921459,0,2.0225999,54.369999,5.8836412,-110.44334,1.0095015,206.29688,6.9304,-3.2578
Ic1cccc2cccc(I)c12,106,10,12,8,0,0,379.966,6.9581895,0,4.5915999,0,1.0434678,-80.358475,1.8494048,205.45312,9.2557,6.1888
S=C(Oc1ccccc1)Oc1ccccc1,106,12,16,14,0,0,230.287,6.7441807,0,3.2012999,50.549999,1.478341,-106.88603,1.0299349,223.59375,5.9056,3.7742
S(C)C(SC)=N[S+2]([O-])([O-])c1ccccc1,106,6,15,19,0,0,261.39001,6.7532339,0,2.0013001,46.5,5.7272959,-110.25909,1.1801735,221.48438,5.6389,-0.195
O=[N+]([O-])c1cc(cc([N+](=O)[O-])c1C)C(=O)N1CCCCCC1,106,6,22,31,0,0,307.306,7.7425499,0,2.82762,111.95,4.4946647,-167.84384,1.1363947,270.42188,-0.422,-5.849
Fc1cccc(NN=C2C(=O)N(N=C2C(F)(F)F)c2ccccc2)c1,106,12,25,22,0,0,350.27499,8.2203426,0,3.8299999,57.060001,2.3341458,-206.01776,1.201565,291.51562,-0.3893,-0.0084
S1CCSC1=C(C#N)C(=O)OCC,106,0,13,19,1,0,215.297,5.5882525,0,1.308684,50.09,7.0603733,-95.699715,1.1468172,187.73438,8.5362,-2.3736
s1c2ccccc2[nH0]c1C(C#N)=Cc1ccccc1,106,15,19,13,1,0,262.336,8.0221462,0,4.3604841,36.68,4.0872869,-110.88262,1.0278239,255.23438,4.426,5.0383
Nc1ccccc1C=Cc1ccccc1,106,12,15,16,0,0,195.265,6.3911881,0,3.4391999,26.02,1.2029697,-87.600487,0.89353353,218.53125,7.1451,5.2014
FC(F)(F)C(C(=O)NCCC)C(F)(F)F,106,0,15,22,0,0,237.14299,4.0204377,0,2.2534001,29.1,4.7688422,-176.44165,1.4450301,164.10938,7.1409,-4.5002
